;age;email;first_name;gender;genre;key;location;password;prefDate;rating;title_type;genre;top5
884;1944-03-27;Frank00@outlook.com;Frank;Female;['COMEDY'];Frank00;Willemstad;xUE8h(C&;[2019, 2020];['G'];['Panel_Discussion', 'tv', 'Documentary'];['COMEDY'];"[""Smart Materials"", ""Making Of David Attenborough's Natural History Museum Alive"", ""Sea Lions: Life By A Whisker"", ""Miriam & Alan: Lost In Scotland"", ""La Paquita"", ""BTN: Antarctica Special"", ""The Mystery Of A Hansom Cab"", ""The Princes And The Press"", ""China's Artful Dissident  (Simplified Chinese Subtitles)"", ""Catalyst""]"
885;1943-10-29;Deborah759@gmail.com;Deborah;Female;['COMEDY', 'LIFESTYLE', 'EDUCATION'];Deborah759;Arnhem;5Fgv$4!u;[2016, 2020];['No preference'];['Documentary', 'tv'];['COMEDY', 'LIFESTYLE', 'EDUCATION'];"[""Hey Duggee"", ""Zog And The Flying Doctors"", ""NAIDOC Week Musical Celebration"", ""Hunting The Essex Lorry Killers"", ""Physics House"", ""Finding Joy"", ""Devil's Advocate"", ""Bed Of Roses"", ""MathXplosion"", ""Lah-Lah's Big Live Band""]"
886;1943-09-16;MaraXX@outlook.com;Mara;Female;['FAMILY', 'NEWS', 'DOCUMENTARY'];MaraXX;Krimpen aan den IJssel;Z9jTH{y4;[2018, 2022];['PG'];['tv', 'Panel_Discussion'];['FAMILY', 'NEWS', 'DOCUMENTARY'];"[""The Demon Headmaster"", ""Thomas And Friends"", ""War On Waste"", ""Play School Art Crew"", ""Superwog"", ""Water Wisdom"", ""Midsomer Murders: 20th Anniversary Special"", ""Summer's Day"", ""Fresh Meat"", ""The Five""]"
887;1950-01-25;Elaine123@icloud.com;Elaine;Female;['LIFESTYLE', 'COMEDY'];Elaine123;Breda;Sy5.kuc6;[2016, 2020];['PG'];['Documentary'];['LIFESTYLE', 'COMEDY'];"[""Julia Zemiro's Home Delivery"", ""China's Artful Dissident"", ""Ms Represented with Annabel Crabb"", ""Stackorama!"", ""Freddie Mercury: The Final Act"", ""Catalyst"", ""Stargazing Live"", ""Monash And Me"", ""Just Between Us"", ""Lucy The Human Chimp""]"
888;1943-08-23;EsmeraldaXX@icloud.com;Esmeralda;Female;['DOCUMENTARY'];EsmeraldaXX;Sneek;4AH)Ngu*;[2017, 2019];['MA', 'G'];['News'];['DOCUMENTARY'];"[""Lake Eyre"", ""ABC News Stories"", ""Unsung Secrets"", ""ABC News SA"", ""ABC News WA"", ""Korea: The Bridge of No Return"", ""SA Votes: Leaders' Debate 2022"", ""ABC News TAS"", ""7.30"", ""Sovereignty: 50 Years of the Tent Embassy""]"
889;1948-07-14;Vessie00@live.nl;Vessie;Female;['PANEL & DISCUSSION'];Vessie00;Gorinchem;?k4aWsKd;[2018, 2019];['No preference'];['Panel_Discussion'];['PANEL & DISCUSSION'];"[""The Drum"", ""Rosie Batty's One Plus One"", ""Insiders: From The Couch"", ""Friday Briefing"", ""Insiders: The Interviews"", ""The Yearly With Charlie Pickering 2021"", ""Australia Talks 2019"", ""Insiders"", ""SA Votes 2022"", ""Afternoon Briefing""]"
890;1952-06-06;Rikkix@gmail.com;Rikki;Female;['LIFESTYLE', 'DOCUMENTARY'];Rikkix;Moerkapelle;&ZM(xg3?;[2017, 2021];['PG', 'MA'];['Panel_Discussion', 'News', 'Documentary'];['LIFESTYLE', 'DOCUMENTARY'];"[""China Tonight"", ""David Attenborough's Natural History Museum Alive"", ""Revelation"", ""The Journey Home:  Reconciliation Through Repatriation"", ""ABC Late News"", ""The Making Of David Attenborough's Galapagos"", ""Catching A Predator"", ""The Crown and Us: The Story of The Royals in Australia"", ""Q+A"", ""Unsung Secrets""]"
891;1945-08-11;SadeXX@hotmail.com;Sade;Female;['EDUCATION'];SadeXX;Breda;&ZM(xg3?;[2017, 2021];['G'];['Panel_Discussion', 'News'];['EDUCATION'];"[""Australia Day: National Citizenship and Flag Raising Ceremony 2022"", ""Lake Eyre"", ""Afternoon Briefing"", ""Census 2021: Why We Count"", ""Friday Briefing"", ""The Brief"", ""Whovians"", ""ABC News QLD"", ""ABC News TAS"", ""7.30: The Interviews""]"
892;1950-11-30;Darian@hotmail.nl;Darian;Female;['ARTS & CULTURE', 'SCIENCE', 'LIFESTYLE'];Darian;Oldenzaal;XtQr)4eB;[2017, 2020];['M', 'PG', 'G'];['tv'];['ARTS & CULTURE', 'SCIENCE', 'LIFESTYLE'];"[""Small Potatoes!"", ""David Attenborough's Natural History Museum Alive"", ""199 Little Heroes"", ""Live At The Apollo: The One About..."", ""Wacky Word Songs"", ""Humpty's Big Adventure"", ""If You See It, You Can Be It"", ""Songs Of Praise: Gospel Singer Of The Year 2021 Semi-Final"", ""Moodies"", ""The Great Australian Bee Challenge""]"
893;1949-05-25;Arizona123@outlook.com;Arizona;Female;['PANEL & DISCUSSION', 'EDUCATION'];Arizona123;Kortenhoef;6(]Kg)ND;[2017, 2019];['No preference'];['tv'];['PANEL & DISCUSSION', 'EDUCATION'];"[""The Letdown"", ""A Stargazer's Guide To The Cosmos (2018)"", ""Ochres"", ""Love On The Spectrum"", ""Julia Zemiro's Home Delivery"", ""My Life"", ""The War Of The Worlds"", ""Finding Joy"", ""Fireflies"", ""The Crystal Maze""]"
894;1952-08-14;Karen00@live.nl;Karen;Female;['PANEL & DISCUSSION'];Karen00;Druten;6(]Kg)ND;[2020, 2022];['No preference'];['Documentary'];['PANEL & DISCUSSION'];"[""Songs Of Praise: Gospel Singer Of The Year 2021 Semi-Final"", ""China's Artful Dissident"", ""Blasko"", ""The Crown and Us: The Story of The Royals in Australia"", ""Enslaved"", ""Step Into Paradise"", ""The Art Of Australia"", ""Back In Time For Dinner"", ""Midsomer Murders: 20th Anniversary Special"", ""Christmas In Australia With Christine Anu""]"
895;1950-07-21;Haley759@outlook.nl;Haley;Female;['NEWS', 'SCIENCE'];Haley759;Bussum;s4dBy%a!;[2016, 2020];['No preference'];['Documentary', 'Panel_Discussion'];['NEWS', 'SCIENCE'];"[""The Story of Film: An Odyssey"", ""The Crown and Us: The Story of The Royals in Australia"", ""Budget 2022: An ABC News Special"", ""Devil's Advocate"", ""Can We Save The Reef?"", ""SA Votes 2022"", ""Insiders: Talking Pictures"", ""The Making Of Flying Monsters With David Attenborough"", ""Muster Dogs"", ""A Stargazer's Guide To The Cosmos (2018)""]"
896;1943-12-28;Merle@hotmail.com;Merle;Female;['LIFESTYLE'];Merle;Rotterdam;8=UFzB^x;[2016, 2020];['PG'];['tv', 'Movie'];['LIFESTYLE'];"[""Ready, Jet, Go!"", ""A Stargazer's Guide To The Cosmos (2018)"", ""Love Birds"", ""Play School: Wash Your Hands"", ""Big Words Small Stories"", ""Songs Of Praise: Richard III"", ""Maddie's Do You Know?"", ""The Making Of Flying Monsters With David Attenborough"", ""Lest We Forget What? Education Shorts"", ""Mum""]"
897;1944-09-01;EarnestineXX@gmail.com;Earnestine;Female;['EDUCATION', 'INDIGENOUS', 'PANEL & DISCUSSION'];EarnestineXX;Veghel;2+JaZtVm;[2019, 2022];['No preference'];['tv', 'Movie', 'Panel_Discussion'];['EDUCATION', 'INDIGENOUS', 'PANEL & DISCUSSION'];"[""The Russian Revolution"", ""I'm Recyclable Get Me Out Of Here"", ""Wow That's Amazing"", ""National Press Club Address"", ""Cemetery Junction"", ""Retrograde"", ""Annika"", ""Songs Of Praise: Richard III"", ""Australia Remastered: Wild Treasures"", ""Maddie's Do You Know?""]"
898;1949-02-08;BeverleyXX@hotmail.com;Beverley;Female;['KIDS', 'COMEDY', 'FAMILY'];BeverleyXX;Willemstad;/d>97MZV;[2017, 2019];['PG'];['News', 'Documentary'];['KIDS', 'COMEDY', 'FAMILY'];"[""Girl Like You"", ""ABC News NSW"", ""Uncle Vic"", ""ABC News Video Lab"", ""Close Of Business"", ""Between A Frock And A Hard Place"", ""7.30 Mark Humphries Satire"", ""China Tonight"", ""The Art of Remembrance"", ""ABC News WA""]"
899;1951-01-05;Gabrielax@icloud.com;Gabriela;Female;['SCIENCE', 'NEWS'];Gabrielax;Rossum;r9W)N]hy;[2017, 2020];['No preference'];['tv', 'News'];['SCIENCE', 'NEWS'];"[""Boyer Lecture 2021: John Bell"", ""What It's Like"", ""Q+A Highlights"", ""Bird Nerd: The Art Of Leila Jeffreys"", ""The PM's Daughter"", ""Mini Lessons: Science Primary"", ""Black Comedy"", ""Hinterland"", ""Schitt's Creek"", ""David Attenborough's Rise Of Animals""]"
900;1951-01-01;Rushtjuuh@outlook.nl;Rush;Male;['SCIENCE', 'COMEDY', 'KIDS'];Rushtjuuh;Druten;XUJ2GJh*;[2017, 2019];['No preference'];['News', 'Panel_Discussion', 'Movie'];['SCIENCE', 'COMEDY', 'KIDS'];"[""ABC News WA"", ""Adaptation"", ""Devil's Knot"", ""ABC News NSW"", ""The Beautiful Bush"", ""Chicken People"", ""30 Days Of Night"", ""Songlines: Solutions to Climate"", ""An Accidental Soldier"", ""Control""]"
901;1949-06-06;SterlingXX@hotmail.com;Sterling;Male;['LIFESTYLE'];SterlingXX;Edam;+c]X%9K!;[2016, 2022];['M', 'G'];['Documentary', 'News', 'Panel_Discussion'];['LIFESTYLE'];"[""Hello Stranger"", ""War On Waste"", ""Big Deal"", ""Joanna Lumley And The Human Swan"", ""The Making Of David Attenborough's Galapagos"", ""Bangarra's World"", ""Re-Frame 2021"", ""Invisible Wars"", ""Afternoon Briefing"", ""Griff's Great Kiwi Road Trip""]"
902;1949-01-28;Finis00@hotmail.nl;Finis;Male;['LIFESTYLE'];Finis00;Heemskerk;GD./Uj8C;[2019, 2020];['MA', 'PG'];['Movie'];['LIFESTYLE'];"[""Control"", ""Chicken People"", ""Bright Young Things"", ""Goldstone"", ""Only God Forgives"", ""To Sir, With Love"", ""The Kids Are All Right"", ""The Mule"", ""The Dinner"", ""Cliffy""]"
903;1948-12-31;Colin@outlook.com;Colin;Male;['PANEL & DISCUSSION', 'KIDS', 'REGIONAL AUSTRALIA'];Colin;Koudekerke;Nx}Q8spc;[2018, 2020];['MA', 'M'];['Documentary'];['PANEL & DISCUSSION', 'KIDS', 'REGIONAL AUSTRALIA'];"[""Ask The Doctor"", ""What Is Music?"", ""The School That Tried To End Racism"", ""Searching For Superhuman"", ""The Greek Islands With Julia Bradbury"", ""Women Of Steel"", ""The Story of Film: An Odyssey"", ""Ready Together"", ""Monash And Me"", ""Greta Thunberg: A Year To Change The World""]"
904;1950-01-26;Samsontjuuh@live.nl;Samson;Male;['FAMILY', 'LIFESTYLE'];Samsontjuuh;Deurne;^cbxW$69;[2017, 2021];['G', 'M', 'PG'];['Panel_Discussion'];['FAMILY', 'LIFESTYLE'];"[""Question Everything"", ""National Press Club Address"", ""Australia Debates"", ""One Plus One"", ""Gruen Pitch"", ""SA Votes 2022"", ""Boyer Lecture 2017: Professor Genevieve Bell"", ""Adam Hills: The Last Leg"", ""Gruen"", ""The Journey Home:  Reconciliation Through Repatriation""]"
905;1952-03-05;LesterXX@gmail.com;Lester;Male;['REGIONAL AUSTRALIA', 'LIFESTYLE', 'ARTS & CULTURE'];LesterXX;Culemborg;WQZ6}BGd;[2017, 2018];['No preference'];['News', 'tv'];['REGIONAL AUSTRALIA', 'LIFESTYLE', 'ARTS & CULTURE'];"[""Life Chat With Learn English"", ""Win The Week"", ""Zog And The Flying Doctors"", ""David Attenborough's Life That Glows"", ""Same But Different"", ""Attenborough And The Empire Of The Ants"", ""Redfern Now"", ""Superworm"", ""The Nannas And The Poppas"", ""Languages Of Our Land""]"
906;1952-05-25;Gerardo123@gmail.com;Gerardo;Male;['PANEL & DISCUSSION', 'NEWS', 'REGIONAL AUSTRALIA'];Gerardo123;Heemskerk;Z4baA^ud;[2016, 2018];['M'];['Documentary', 'Panel_Discussion', 'News'];['PANEL & DISCUSSION', 'NEWS', 'REGIONAL AUSTRALIA'];"[""Hannah Gadsby's Nakedy Nudes"", ""David Attenborough's Galapagos"", ""Designing A Legacy"", ""The Making of David Attenborough's Great Barrier Reef"", ""The Upside"", ""Big Weather (and how to survive it)"", ""Poleng"", ""Nolan"", ""ABC Late News"", ""Brazen Hussies""]"
907;1946-06-03;Mose@hotmail.com;Mose;Male;['EDUCATION', 'DOCUMENTARY', 'NEWS'];Mose;Leeuwarden;sw-6b^=L;[2016, 2020];['M', 'G', 'PG'];['Movie'];['EDUCATION', 'DOCUMENTARY', 'NEWS'];"[""The Boys Are Back"", ""Pollock"", ""The Well"", ""Funny Girl"", ""The Little Death"", ""Trumbo"", ""South Solitary"", ""An Accidental Soldier"", ""Mr Deeds Goes To Town"", ""Strummer: The Future Is Unwritten""]"
908;1945-12-13;Aaronx@outlook.nl;Aaron;Male;['FAMILY', 'LIFESTYLE', 'PANEL & DISCUSSION'];Aaronx;Dreumel;+H+e2AT&;[2018, 2021];['G'];['tv'];['FAMILY', 'LIFESTYLE', 'PANEL & DISCUSSION'];"[""Gruen"", ""Manou The Swift"", ""Coppelia"", ""Small Potatoes!"", ""Robot Wars: World Series Specials"", ""Australia Remastered: Wild Wars"", ""The Penguin King With David Attenborough"", ""The House In Session"", ""The Brokenwood Mysteries"", ""Dot.""]"
909;1945-01-17;Wylie00@gmail.com;Wylie;Male;['ARTS & CULTURE', 'LIFESTYLE', 'DRAMA'];Wylie00;Rosmalen;g7H?mk)s;[2018, 2021];['M', 'PG', 'G'];['News', 'tv', 'Documentary'];['ARTS & CULTURE', 'LIFESTYLE', 'DRAMA'];"[""I'm A Fish"", ""Land Girls"", ""Catalyst"", ""Find Me In Paris"", ""Last Man Standing: Suge Knight and the Murders of Biggie & Tupac"", ""Retrograde"", ""Offsiders"", ""Shaun The Sheep: Championsheeps"", ""Chemistry: Challenges And Solutions"", ""Play School Art Time""]"
910;1944-06-19;Daltontje@live.nl;Dalton;Male;['ARTS & CULTURE'];Daltontje;Kortenhoef;3>t8eSmu;[2016, 2019];['G', 'MA'];['Documentary', 'Panel_Discussion', 'Movie'];['ARTS & CULTURE'];"[""Greetings From Tim Buckley"", ""Miriam Margolyes Almost Australian"", ""Catching A Killer: A Diary From The Grave"", ""Children Of The Revolution"", ""Can We Save The Reef?"", ""Songs of Praise: Enduring Hymns"", ""Coriolanus"", ""The Six: Titanic's Last Secret"", ""Control"", ""The Pool""]"
911;1943-01-30;Marquisetjuuh@gmail.com;Marquise;Male;['EDUCATION', 'DRAMA', 'COMEDY'];Marquisetjuuh;Aalsmeer;*c5/H(S[;[2017, 2018];['PG'];['Movie'];['EDUCATION', 'DRAMA', 'COMEDY'];"[""Whiteley"", ""Angel"", ""My Kingdom"", ""The Last Picture Show (Director's Cut)"", ""Mr Deeds Goes To Town"", ""The Tender Hook"", ""Devil's Knot"", ""Control"", ""Thunderstruck"", ""The Boys Are Back""]"
912;1943-05-09;FranklinXX@outlook.com;Franklin;Male;['INDIGENOUS'];FranklinXX;Heesch;PZdq4@V^;[2021, 2022];['No preference'];['tv', 'News', 'Movie'];['INDIGENOUS'];"[""Growing Up In The Early 1900s"", ""ABC News SA"", ""The Brief"", ""Crocodile Territory: Protecting a Predator"", ""Party Tricks"", ""The Wiggles, Nursery Rhymes"", ""One Plus One"", ""Fisk"", ""Deadly Family Portraits: Sansbury Sisters"", ""Hey You, What If?""]"
913;1946-12-27;Romie01@icloud.com;Romie;Male;['NEWS'];Romie01;Castricum;MmH3M>Rb;[2017, 2018];['No preference'];['tv'];['NEWS'];"[""The Beautiful Lie"", ""Andy's Safari Adventures"", ""Doctor Who: Eve of the Daleks"", ""Find Me In Paris"", ""Doc Martin: On The Edge"", ""The Highway Rat"", ""Pocket Compass"", ""All Creatures Great And Small: Christmas Special"", ""MaveriX"", ""Mindful Earth""]"
914;1950-06-19;Ricktje@outlook.com;Rick;Male;['SCIENCE'];Ricktje;Meerlo;xsMh+9hd;[2016, 2021];['No preference'];['News'];['SCIENCE'];"[""The World"", ""Insiders"", ""ABC News ACT"", ""Songlines: Solutions to Climate"", ""Vanished Girl: The Disappearance Of Eve Askew"", ""ABC News WA"", ""New Normal"", ""ABC News Video Lab"", ""7.30 Mark Humphries Satire"", ""Ukrainian President Zelenskyy addresses Australian Parliament""]"
915;1951-02-09;Pasquale00@hotmail.com;Pasquale;Male;['LIFESTYLE'];Pasquale00;Rosmalen;48nK?tD@;[2016, 2017];['M', 'MA', 'PG'];['News'];['LIFESTYLE'];"[""Offsiders"", ""ABC News QLD"", ""Australian Story"", ""The Drum"", ""Planet America"", ""ABC Late News"", ""Surviving Extinction"", ""New Normal"", ""7.30 Mark Humphries Satire"", ""Q+A""]"
916;1948-03-31;Harlen759@live.nl;Harlen;Male;['PANEL & DISCUSSION', 'SCIENCE', 'DOCUMENTARY'];Harlen759;Vriezenveen;3>t8eSmu;[2018, 2022];['G'];['tv', 'Movie', 'Panel_Discussion'];['PANEL & DISCUSSION', 'SCIENCE', 'DOCUMENTARY'];"[""Ben And Holly's Little Kingdom"", ""Oils On The Water"", ""Thunderstruck"", ""The Lost Bladesman"", ""Jaimen Hudson: From Sky To Sea"", ""Eco Eye: Sustainable Solutions"", ""Mum"", ""Odd Squad Healthy Habits"", ""The Story of Film: An Odyssey"", ""Joey's Big Adventure""]"
917;1943-05-27;Jaylon123@gmail.com;Jaylon;Male;['EDUCATION', 'INDIGENOUS'];Jaylon123;Helden;^r)M-r5_;[2018, 2020];['No preference'];['Movie'];['EDUCATION', 'INDIGENOUS'];"[""A Raisin In The Sun"", ""The Road"", ""Paranoia"", ""The Lost Aviator"", ""Auto Focus"", ""Creation"", ""The Lost Bladesman"", ""The Butterfly Tree"", ""The Last Station"", ""Tempe Tip""]"
918;1948-10-22;Irvingx@hotmail.nl;Irving;Male;['ARTS & CULTURE', 'PANEL & DISCUSSION', 'SCIENCE'];Irvingx;Willemstad;4AH)Ngu*;[2016, 2022];['M', 'MA'];['News', 'tv'];['ARTS & CULTURE', 'PANEL & DISCUSSION', 'SCIENCE'];"[""Bonnie and Clyde"", ""Play School Show Time"", ""Deadly Family Portraits: Crombie Crew"", ""Dead Pixels"", ""Your Paintings"", ""Grantchester"", ""Dodo"", ""The Justine Clarke Show!: Songs"", ""Zog And The Flying Doctors"", ""Big Words Small Stories""]"
919;1950-04-04;Ramiro@live.nl;Ramiro;Male;['REGIONAL AUSTRALIA'];Ramiro;Rossum;h8VHg*yQ;[2020, 2021];['No preference'];['tv', 'News'];['REGIONAL AUSTRALIA'];"[""Mumbai - Urbanisation and Megacities"", ""Robot Wars: World Series Specials"", ""Bird Nerd: The Art Of Leila Jeffreys"", ""My Life"", ""Ready, Steady, Wiggle!"", ""ABC NEWS Live Stream"", ""Can We Save The Reef?"", ""Hannah Gadsby's Nakedy Nudes"", ""Good Game Spawn Point"", ""Concert For Ukraine""]"
920;1946-05-31;Addison01@icloud.com;Addison;Male;['DRAMA', 'KIDS'];Addison01;Gorinchem;g.5qG%jW;[2017, 2018];['No preference'];['Movie'];['DRAMA', 'KIDS'];"[""I, Daniel Blake"", ""Flying Swords of Dragon Gate"", ""Yves Saint Laurent"", ""On The Waterfront"", ""Devil's Knot"", ""The Kids Are All Right"", ""Funny Girl"", ""Cheri"", ""Becoming Jane"", ""Bright Young Things""]"
921;1947-03-14;Sidtjuuh@gmail.com;Sid;Male;['DOCUMENTARY'];Sidtjuuh;Teijlingen;x3Fp>LNx;[2017, 2019];['M', 'PG', 'G'];['Panel_Discussion'];['DOCUMENTARY'];"[""Budget 2022: An ABC News Special"", ""The Yearly With Charlie Pickering 2021"", ""Insiders: Talking Pictures"", ""The Ticket"", ""Q+A"", ""Boyer Lecture 2019: Rachel Perkins"", ""One Plus One"", ""Barrie Cassidy's One Plus One"", ""Whovians"", ""Insiders""]"
922;1948-02-20;Sammytje@hotmail.nl;Sammy;Male;['SCIENCE'];Sammytje;Lichtenvoorde;@XHGjV2];[2016, 2021];['MA', 'PG'];['News'];['SCIENCE'];"[""The Bright Side"", ""The World This Week"", ""The Ticket"", ""Wildflowers Of The Midwest Of WA"", ""The Battle For Ukraine"", ""Four Corners (Simplified Chinese Subtitles)"", ""Q+A Highlights"", ""Census 2021: Why We Count"", ""ABC News At Noon"", ""COP26: Towards Zero""]"
923;1947-03-02;Carminetje@outlook.nl;Carmine;Male;['INDIGENOUS'];Carminetje;Amsterdam;(_KB7s]C;[2018, 2020];['MA'];['Movie', 'Documentary'];['INDIGENOUS'];"[""Ghost Stories"", ""Maralinga Tjarutja"", ""Being Julia"", ""The Planets"", ""You Can't Ask That: Invictus Games"", ""Australia's Ocean Odyssey: A Journey Down The East Australian Current"", ""Live At The Apollo: Secrets Of The Apollo"", ""Further Back In Time For Dinner"", ""Goldstone"", ""Newcastle""]"
924;1948-02-01;Dickx@outlook.com;Dick;Male;['SCIENCE'];Dickx;Breda;4htXT]uN;[2017, 2022];['G', 'MA'];['News', 'Movie'];['SCIENCE'];"[""Human Touch"", ""La Bamba"", ""Wild Target"", ""SA Votes 2022"", ""Heywire 2021"", ""Ukrainian President Zelenskyy addresses Australian Parliament"", ""ABC News VIC"", ""California Suite"", ""My Kingdom"", ""Budget 2022: An ABC News Special""]"
925;1947-02-11;Malik123@gmail.com;Malik;Male;['KIDS', 'INDIGENOUS', 'FAMILY'];Malik123;Eenrum;XtQr)4eB;[2016, 2021];['PG'];['News'];['KIDS', 'INDIGENOUS', 'FAMILY'];"[""Offsiders"", ""Unsung Secrets"", ""Census 2021: Why We Count"", ""Boyer Lecture: Andrew Forrest"", ""Our Dawn"", ""National Press Club Address"", ""Living With Fire"", ""Afternoon Briefing"", ""Lost In Translation: Understanding Japan"", ""The Battle For Ukraine""]"
926;1943-02-01;Hunter@outlook.com;Hunter;Male;['PANEL & DISCUSSION'];Hunter;Druten;^Pm.3.ud;[2017, 2020];['MA'];['Documentary', 'tv'];['PANEL & DISCUSSION'];"[""House Of Sound"", ""Managing Populations"", ""Charlie And Lola"", ""199 Little Heroes"", ""Australia Remastered: Wild Australians"", ""Books That Made Us"", ""Mini Lessons: Maths"", ""Upstart Crow: Christmas Lockdown 1603"", ""Art Blast"", ""Old People's Home For 4 Year Olds""]"
927;1950-11-17;Alois123@gmail.com;Alois;Male;['FAMILY', 'ARTS & CULTURE', 'DOCUMENTARY'];Alois123;Teijlingen;/d>97MZV;[2016, 2018];['MA', 'G'];['News'];['FAMILY', 'ARTS & CULTURE', 'DOCUMENTARY'];"[""Lost In Translation: Understanding Japan"", ""The Business"", ""Sovereignty: 50 Years of the Tent Embassy"", ""January 26"", ""What's Your Story?"", ""Q+A Highlights"", ""The Beautiful Bush"", ""Songlines: Solutions to Climate"", ""Budget 2022: Opposition Reply"", ""ABC News SA""]"
928;1948-10-13;Pierre123@hotmail.com;Pierre;Male;['EDUCATION', 'PANEL & DISCUSSION', 'DOCUMENTARY'];Pierre123;Diever;D}-2F%c-;[2018, 2020];['No preference'];['Panel_Discussion', 'News'];['EDUCATION', 'PANEL & DISCUSSION', 'DOCUMENTARY'];"[""Lake Eyre"", ""Would I Lie To You?"", ""When War Came To Australia"", ""Foreign Correspondent: The Rise Of China"", ""ABC News QLD"", ""What's Your Story?"", ""Question Everything"", ""Gruen"", ""Aftermath"", ""The World This Week""]"
929;1946-01-03;Griffin@icloud.com;Griffin;Male;['NEWS', 'EDUCATION'];Griffin;Eersel;GD./Uj8C;[2020, 2021];['M'];['Documentary', 'Panel_Discussion'];['NEWS', 'EDUCATION'];"[""Louis Theroux's Forbidden America"", ""The House With Annabel Crabb"", ""Big Deal"", ""The Ticket"", ""Catalyst"", ""Back To Nature"", ""The Queen's Green Planet"", ""Christmas In Australia With Christine Anu"", ""Bad Influencer"", ""Would I Lie To You?""]"
930;1947-03-11;Victor@hotmail.com;Victor;Male;['KIDS', 'REGIONAL AUSTRALIA', 'COMEDY'];Victor;Amstenrade;qEw5S)7^;[2019, 2021];['No preference'];['tv', 'Documentary', 'Movie'];['KIDS', 'REGIONAL AUSTRALIA', 'COMEDY'];"[""Play School: Get Ready For Bed"", ""Hey You, What If?"", ""Tommy"", ""Five Easy Pieces"", ""Murray Whelan: Stiff"", ""BTN Lunar New Year (Chinese Simplified Subtitles)"", ""Kids of Courage"", ""How To Make: Brainy Bites"", ""Russell Howard Stands Up To The World"", ""The Inbestigators""]"
931;1943-01-12;Levi00@hotmail.com;Levi;Male;['INDIGENOUS', 'EDUCATION'];Levi00;Maassluis;s]42?_LK;[2021, 2022];['MA'];['Movie', 'Panel_Discussion', 'Documentary'];['INDIGENOUS', 'EDUCATION'];"[""The Sorcerer and the White Snake"", ""Sherpa"", ""Australia Remastered: Wild Wars"", ""Kevin McCloud's Grand Tour"", ""The Story of Film: An Odyssey"", ""Back In Time For Dinner"", ""Tea with the Dames"", ""The Night We Called It A Day"", ""Stackorama!"", ""A Stargazer's Guide To The Cosmos (2018)""]"
932;1950-06-23;Abetjuuh@gmail.com;Abe;Male;['PANEL & DISCUSSION', 'INDIGENOUS', 'SCIENCE'];Abetjuuh;Leeuwarden;4M{{pWf^;[2016, 2022];['PG'];['tv', 'Panel_Discussion', 'News'];['PANEL & DISCUSSION', 'INDIGENOUS', 'SCIENCE'];"[""Play School: Acknowledgement of Country"", ""Sisters Of War"", ""Starstruck"", ""The Making Of The Penguin King With David Attenborough"", ""Kiddets (Mandarin)"", ""Minibeast Heroes"", ""The Crystal Maze"", ""About Sex"", ""Fake Or Fortune?"", ""Killing Eve""]"
933;1952-04-29;Claretje@gmail.com;Clare;Male;['PANEL & DISCUSSION', 'INDIGENOUS', 'LIFESTYLE'];Claretje;Arnhem;5g/fzS!D;[2017, 2019];['No preference'];['News', 'Movie', 'Panel_Discussion'];['PANEL & DISCUSSION', 'INDIGENOUS', 'LIFESTYLE'];"[""Starter For 10"", ""The Lost Aviator"", ""Gruen"", ""13 Assassins"", ""A Secret"", ""Strummer: The Future Is Unwritten"", ""RetroFocus Presents: Yesterday's News"", ""Mr Smith Goes To Washington"", ""The Last Station"", ""ABC News WA""]"
934;1948-04-11;Kerry@hotmail.nl;Kerry;Male;['DRAMA', 'INDIGENOUS', 'PANEL & DISCUSSION'];Kerry;IJzendijke;B8-^k)Ab;[2019, 2021];['No preference'];['Documentary'];['DRAMA', 'INDIGENOUS', 'PANEL & DISCUSSION'];"[""Who Killed Belinda Peisley?"", ""That Christmas"", ""Ballet Now"", ""Keeping Australia Safe"", ""The Wonder Of Marsupials"", ""Fighting Spirit: Wheeling Diggers' Invictus Games Dream"", ""Kumi's Japan"", ""Compass"", ""Re-Frame 2020"", ""EXPOSED: The Ghost Train Fire""]"
935;1951-03-27;Domenictjuuh@hotmail.com;Domenic;Male;['DRAMA', 'REGIONAL AUSTRALIA', 'ARTS & CULTURE'];Domenictjuuh;Dreumel;5b2XcRG};[2016, 2022];['M', 'PG', 'G'];['News'];['DRAMA', 'REGIONAL AUSTRALIA', 'ARTS & CULTURE'];"[""Four Corners"", ""Songlines: Solutions to Climate"", ""What's Your Story?"", ""War Stories"", ""SA Votes: Leaders' Debate 2022"", ""Unsung Secrets"", ""ABC News With Auslan"", ""Four Corners (Simplified Chinese Subtitles)"", ""Sovereignty: 50 Years of the Tent Embassy"", ""Our Dawn""]"
936;1948-12-08;Delbert00@hotmail.com;Delbert;Male;['KIDS'];Delbert00;Koudekerke;NH/MCFr7;[2018, 2020];['MA', 'PG', 'G'];['tv'];['KIDS'];"[""The Zoo"", ""Remy & Boo"", ""Luo Bao Bei"", ""Bonnie and Clyde"", ""Mystery Road (Simplified Chinese Subtitles)"", ""Little Lunch"", ""Play School: Ready, Set, Big School"", ""Finding Joy"", ""The Mystery Of A Hansom Cab"", ""Silverpoint""]"
